total
R$896
"R$2,809"
"R$3,870"
"R$9,062"
"R$10,530"
"R$2,157"
"R$3,147"
"R$4,585"
"R$7,320"
"R$7,608"
"R$3,399"
"R$4,250"
"R$15,150"
"R$3,463"
"R$9,561"
"R$14,940"
"R$4,677"
"R$3,907"
"R$2,955"
"R$9,878"
"R$2,373"
"R$14,220"
"R$8,702"
"R$6,046"
"R$8,270"
"R$6,744"
"R$16,480"
"R$2,240"
"R$1,689"
"R$13,080"
"R$1,816"
"R$2,728"
"R$1,786"
"R$3,078"
"R$9,831"
"R$5,491"
"R$2,928"
"R$2,623"
"R$3,275"
"R$10,630"
"R$1,661"
"R$10,790"
"R$8,679"
"R$1,998"
"R$2,762"
"R$4,512"
"R$2,538"
"R$2,906"
"R$6,411"
R$894
"R$10,670"
"R$6,620"
"R$12,760"
"R$9,898"
"R$1,808"
"R$5,432"
"R$22,610"
"R$4,119"
"R$6,643"
"R$2,885"
"R$3,306"
"R$5,237"
"R$14,940"
"R$1,929"
"R$3,564"
"R$4,358"
"R$6,051"
"R$5,441"
"R$3,458"
"R$6,298"
"R$4,144"
"R$4,718"
R$997
"R$4,698"
"R$9,159"
"R$4,874"
"R$7,729"
"R$1,264"
"R$9,930"
"R$6,101"
"R$3,959"
"R$1,275"
"R$2,622"
"R$10,960"
"R$23,980"
"R$5,666"
"R$3,648"
"R$4,442"
"R$3,566"
"R$5,741"
"R$9,414"
"R$14,280"
"R$1,857"
"R$12,400"
"R$3,876"
"R$6,831"
"R$3,039"
"R$4,133"
R$954
"R$4,377"
"R$2,116"
"R$12,870"
"R$2,810"
"R$1,721"
"R$7,091"
"R$15,010"
"R$3,692"
"R$3,196"
"R$4,023"
"R$4,006"
"R$7,858"
"R$1,468"
"R$9,323"
"R$1,181"
"R$9,144"
"R$2,320"
"R$1,468"
"R$17,140"
"R$7,120"
"R$22,740"
"R$13,290"
"R$1,523"
"R$10,960"
"R$5,341"
"R$7,869"
"R$2,561"
"R$1,788"
"R$13,550"
"R$6,739"
"R$4,031"
"R$1,469"
"R$2,760"
"R$2,942"
"R$6,885"
"R$2,999"
"R$6,805"
"R$9,398"
"R$14,120"
"R$3,575"
"R$5,004"
"R$4,551"
"R$2,437"
"R$4,170"
"R$4,440"
"R$4,729"
"R$2,406"
"R$6,508"
"R$3,062"
"R$4,587"
"R$2,478"
"R$5,545"
"R$1,600"
"R$11,990"
"R$7,358"
"R$7,098"
"R$2,110"
"R$10,060"
"R$6,175"
"R$3,063"
"R$1,784"
"R$18,350"
"R$1,854"
"R$9,149"
"R$9,840"
"R$5,229"
"R$12,160"
"R$1,287"
"R$2,991"
"R$4,728"
"R$1,650"
"R$2,469"
"R$5,248"
"R$8,374"
"R$1,400"
"R$2,566"
"R$10,530"
"R$6,633"
"R$10,110"
"R$3,157"
"R$12,860"
"R$24,530"
"R$6,841"
"R$10,440"
"R$8,072"
"R$5,538"
"R$2,324"
"R$8,746"
"R$4,516"
"R$4,578"
"R$1,986"
"R$20,120"
"R$2,173"
"R$3,693"
"R$1,332"
R$887
"R$15,380"
"R$2,872"
"R$3,506"
"R$3,541"
"R$9,567"
"R$7,507"
"R$8,697"
"R$3,853"
"R$12,270"
"R$4,907"
"R$3,041"
"R$15,110"
"R$2,052"
"R$3,237"
"R$12,760"
"R$4,223"
"R$4,649"
"R$8,509"
"R$1,833"
"R$1,314"
"R$2,544"
"R$2,397"
"R$5,439"
"R$3,381"
"R$5,833"
"R$1,519"
"R$8,913"
"R$3,052"
"R$9,983"
"R$12,900"
"R$9,906"
"R$3,000"
"R$2,279"
"R$5,371"
"R$12,470"
"R$3,331"
"R$4,142"
"R$3,518"
"R$2,651"
"R$6,591"
"R$4,294"
"R$3,809"
"R$2,007"
"R$16,190"
"R$3,399"
R$971
"R$1,091"
"R$3,467"
"R$3,006"
"R$4,357"
"R$7,481"
"R$8,696"
"R$2,523"
"R$3,214"
"R$24,890"
"R$1,264"
"R$4,852"
"R$7,637"
"R$2,004"
"R$1,472"
"R$1,426"
"R$7,295"
"R$5,657"
"R$9,154"
"R$2,633"
"R$3,731"
"R$2,306"
"R$7,177"
"R$1,865"
"R$4,929"
"R$4,219"
"R$7,572"
"R$5,444"
"R$4,949"
"R$12,090"
"R$11,220"
"R$3,054"
"R$7,293"
"R$2,479"
"R$3,076"
"R$5,279"
"R$5,218"
"R$3,507"
"R$4,295"
"R$4,801"
"R$4,052"
"R$2,555"
"R$1,014"
"R$15,790"
"R$9,489"
"R$2,552"
"R$8,020"
"R$14,960"
"R$3,507"
"R$3,826"
"R$9,241"
"R$1,253"
"R$1,106"
"R$2,078"
"R$7,565"
"R$5,110"
"R$2,061"
"R$18,020"
"R$2,689"
"R$2,964"
"R$4,339"
"R$2,777"
"R$3,089"
"R$3,852"
"R$4,120"
"R$13,700"
"R$18,660"
"R$3,818"
"R$2,715"
"R$4,411"
"R$1,144"
"R$3,769"
"R$2,166"
"R$5,294"
"R$20,700"
"R$5,379"
"R$10,510"
"R$6,656"
"R$2,353"
"R$4,412"
"R$17,590"
"R$4,966"
"R$3,801"
"R$4,166"
"R$10,160"
"R$9,145"
"R$2,367"
"R$1,355"
"R$7,227"
"R$2,006"
"R$11,020"
"R$3,474"
"R$5,146"
"R$1,579"
"R$6,133"
"R$5,983"
"R$6,342"
"R$2,701"
"R$10,160"
"R$1,109"
"R$9,976"
"R$2,178"
"R$2,598"
"R$1,218"
"R$3,239"
"R$1,766"
"R$7,131"
"R$1,144"
"R$9,019"
"R$3,611"
"R$15,230"
"R$5,358"
"R$3,872"
"R$17,030"
"R$2,517"
"R$15,190"
R$994
"R$4,178"
"R$2,980"
"R$3,008"
"R$1,616"
"R$12,390"
"R$20,030"
"R$6,472"
"R$8,655"
"R$2,363"
"R$2,702"
"R$3,995"
"R$1,161"
"R$8,082"
"R$9,387"
"R$10,740"
"R$1,917"
"R$1,572"
"R$3,695"
"R$2,642"
"R$2,951"
"R$2,822"
"R$2,442"
"R$9,849"
"R$2,963"
R$987
"R$8,115"
"R$4,982"
"R$20,110"
"R$4,257"
"R$2,521"
"R$1,412"
"R$7,248"
"R$2,087"
"R$8,388"
"R$9,625"
"R$1,850"
"R$4,827"
"R$11,770"
"R$2,427"
"R$9,942"
"R$4,923"
"R$2,081"
"R$14,770"
"R$1,766"
"R$1,369"
"R$16,310"
"R$8,072"
"R$1,472"
"R$15,090"
"R$11,070"
"R$8,386"
"R$6,496"
"R$4,089"
R$660
"R$2,555"
"R$2,497"
"R$4,261"
"R$19,560"
"R$8,058"
"R$3,527"
"R$9,871"
"R$3,571"
"R$2,871"
"R$6,010"
"R$12,660"
"R$2,577"
"R$7,589"
"R$18,960"
"R$10,570"
"R$3,180"
"R$2,555"
"R$11,110"
"R$3,231"
"R$12,630"
"R$9,177"
"R$18,780"
"R$11,120"
"R$3,880"
"R$3,845"
"R$3,420"
"R$1,257"
"R$1,169"
"R$6,505"
"R$10,380"
"R$8,043"
"R$1,044"
"R$2,707"
"R$2,764"
"R$3,472"
"R$2,176"
"R$1,607"
"R$10,200"
"R$13,520"
"R$1,353"
"R$4,741"
"R$5,843"
"R$6,949"
"R$2,082"
"R$3,541"
"R$18,840"
"R$12,170"
"R$1,981"
"R$7,681"
"R$2,622"
"R$2,577"
"R$11,650"
"R$2,299"
"R$2,031"
"R$13,460"
"R$1,355"
"R$2,579"
"R$11,140"
"R$6,805"
"R$16,750"
"R$10,810"
"R$2,615"
"R$6,725"
"R$1,023"
"R$6,622"
"R$2,553"
"R$4,760"
"R$6,101"
"R$3,068"
"R$4,089"
"R$7,781"
"R$4,826"
"R$12,490"
"R$3,826"
"R$2,082"
"R$1,021"
"R$8,106"
"R$2,076"
"R$2,212"
"R$4,596"
"R$8,347"
"R$4,466"
"R$1,533"
"R$6,258"
"R$10,720"
"R$6,964"
"R$3,033"
"R$2,288"
"R$1,690"
"R$8,325"
"R$21,930"
"R$1,256"
"R$2,889"
"R$2,197"
"R$1,275"
"R$9,966"
"R$3,920"
"R$2,560"
"R$2,610"
"R$5,834"
"R$11,450"
"R$2,326"
"R$9,768"
"R$3,192"
"R$10,370"
"R$2,798"
"R$23,130"
"R$1,523"
R$992
"R$5,299"
"R$7,429"
"R$2,910"
"R$1,297"
"R$8,798"
"R$5,006"
"R$23,620"
"R$2,732"
"R$6,081"
"R$3,126"
"R$6,061"
"R$2,223"
"R$7,588"
"R$6,029"
"R$5,650"
"R$7,714"
"R$6,104"
"R$1,802"
"R$2,842"
"R$5,349"
"R$4,136"
"R$13,460"
"R$1,556"
"R$1,493"
"R$3,012"
"R$3,365"
"R$9,456"
"R$2,544"
"R$6,385"
"R$3,048"
R$965
"R$1,845"
"R$3,389"
"R$15,340"
"R$1,397"
"R$4,341"
"R$8,058"
R$999
"R$8,721"
"R$1,611"
"R$2,573"
"R$7,987"
R$978
"R$11,790"
"R$14,440"
"R$2,136"
"R$1,722"
"R$9,136"
"R$10,110"
"R$5,088"
"R$6,807"
"R$4,983"
"R$11,500"
"R$18,290"
"R$7,668"
"R$1,238"
"R$5,605"
"R$2,663"
"R$14,540"
"R$2,117"
"R$3,051"
"R$2,361"
"R$1,778"
"R$5,375"
"R$4,211"
"R$1,587"
"R$4,264"
"R$9,317"
"R$4,662"
"R$9,422"
"R$3,646"
"R$2,486"
"R$2,763"
"R$3,633"
"R$5,069"
"R$2,735"
"R$2,720"
"R$2,932"
"R$1,675"
"R$1,371"
"R$9,573"
"R$9,832"
"R$6,470"
"R$3,454"
"R$4,312"
"R$17,470"
"R$8,121"
"R$3,114"
"R$7,177"
"R$1,401"
"R$7,858"
"R$3,854"
"R$2,056"
"R$19,650"
"R$8,192"
"R$2,557"
"R$8,663"
"R$1,390"
"R$14,060"
"R$1,419"
"R$15,700"
"R$2,081"
"R$5,323"
"R$3,788"
"R$6,504"
"R$4,038"
"R$5,064"
"R$1,715"
"R$1,314"
"R$2,893"
"R$2,165"
"R$15,030"
"R$1,361"
"R$9,148"
"R$5,058"
"R$1,736"
"R$18,460"
"R$3,584"
"R$1,408"
"R$1,306"
"R$4,578"
"R$5,131"
"R$16,310"
"R$1,253"
"R$7,248"
"R$5,266"
"R$2,020"
"R$4,324"
"R$3,382"
"R$1,567"
"R$7,011"
"R$16,070"
"R$2,328"
"R$11,460"
"R$6,507"
"R$2,522"
"R$3,714"
"R$5,217"
"R$14,640"
"R$1,876"
"R$14,030"
"R$4,565"
"R$1,198"
"R$1,246"
"R$4,270"
"R$1,379"
"R$2,126"
"R$5,017"
"R$1,572"
"R$4,145"
"R$9,558"
"R$2,555"
"R$14,830"
"R$2,215"
"R$2,077"
"R$1,489"
"R$6,062"
"R$3,046"
"R$2,952"
"R$1,863"
"R$2,166"
R$965
"R$1,739"
"R$3,167"
"R$4,179"
"R$8,094"
"R$3,431"
"R$3,703"
"R$6,347"
"R$11,130"
"R$15,150"
"R$1,158"
"R$1,327"
"R$4,361"
"R$13,360"
"R$14,500"
"R$4,130"
"R$1,387"
"R$11,730"
"R$4,737"
"R$2,178"
"R$3,177"
"R$3,221"
"R$3,555"
"R$1,232"
"R$2,278"
"R$2,303"
"R$2,124"
"R$2,284"
"R$2,423"
"R$17,930"
"R$5,326"
"R$13,660"
"R$4,146"
"R$5,282"
"R$6,535"
"R$7,945"
"R$2,653"
"R$4,657"
"R$4,195"
"R$11,340"
"R$8,613"
"R$1,673"
"R$3,608"
"R$10,100"
"R$2,552"
"R$1,966"
"R$3,628"
"R$3,200"
"R$5,874"
"R$3,226"
"R$2,311"
"R$3,200"
"R$3,012"
"R$3,676"
"R$3,342"
"R$12,150"
"R$1,472"
"R$1,764"
"R$2,395"
"R$5,455"
"R$3,389"
R$948
"R$8,889"
"R$6,136"
"R$2,234"
"R$12,210"
"R$2,313"
"R$15,670"
"R$2,489"
"R$2,384"
"R$2,930"
"R$12,240"
"R$6,501"
"R$1,353"
"R$2,137"
"R$17,940"
"R$9,995"
"R$8,154"
"R$13,490"
"R$3,647"
"R$14,900"
"R$1,929"
"R$1,717"
"R$6,275"
"R$2,427"
"R$1,327"
"R$3,013"
"R$8,590"
"R$4,124"
"R$7,066"
"R$5,901"
"R$3,237"
"R$4,141"
"R$4,585"
"R$3,000"
"R$5,531"
"R$1,572"
"R$5,373"
"R$16,840"
R$821
"R$3,670"
R$934
"R$4,931"
"R$11,650"
"R$3,399"
"R$3,046"
"R$2,531"
"R$1,313"
"R$3,980"
"R$12,340"
"R$1,216"
"R$2,612"
"R$1,370"
"R$4,741"
"R$8,887"
"R$2,031"
"R$1,049"
"R$2,513"
"R$12,450"
"R$3,380"
"R$2,555"
"R$3,482"
"R$2,729"
"R$2,617"
"R$1,117"
"R$2,004"
"R$7,153"
"R$6,373"
"R$14,980"
"R$4,403"
"R$12,050"
"R$10,210"
"R$5,780"
"R$1,458"
"R$2,000"
"R$3,935"
"R$1,787"
"R$4,320"
"R$4,067"
"R$3,382"
"R$2,437"
"R$2,528"
"R$13,850"
"R$12,410"
"R$2,312"
"R$8,853"
"R$4,555"
"R$17,930"
"R$13,640"
"R$9,467"
"R$4,001"
"R$8,104"
"R$1,271"
"R$1,661"
"R$15,000"
"R$18,070"
"R$8,899"
"R$2,154"
"R$4,689"
"R$14,500"
"R$8,875"
"R$11,160"
"R$1,874"
"R$1,780"
"R$16,570"
"R$1,211"
"R$2,610"
"R$2,680"
"R$3,280"
"R$1,751"
"R$2,502"
"R$2,737"
"R$17,430"
"R$7,480"
"R$4,626"
"R$3,334"
"R$3,959"
"R$8,020"
"R$1,796"
"R$18,300"
"R$5,955"
"R$4,667"
"R$12,920"
"R$1,861"
"R$4,985"
"R$11,190"
"R$1,985"
"R$1,675"
"R$10,580"
"R$3,079"
"R$4,110"
"R$3,673"
"R$9,996"
"R$13,140"
"R$4,089"
"R$1,251"
"R$14,780"
"R$1,221"
"R$5,583"
"R$2,868"
"R$4,795"
"R$3,216"
"R$1,145"
"R$16,300"
"R$9,657"
"R$3,447"
"R$1,264"
"R$3,756"
"R$3,547"
"R$1,796"
"R$4,112"
"R$4,516"
"R$233,200"
"R$3,175"
"R$7,073"
"R$2,225"
"R$4,582"
"R$3,162"
"R$8,935"
"R$9,231"
"R$2,838"
"R$6,873"
"R$1,048"
"R$6,306"
"R$2,994"
"R$1,027"
"R$2,849"
"R$12,690"
"R$2,908"
"R$15,020"
"R$3,259"
"R$1,528"
"R$11,390"
"R$4,592"
"R$4,562"
"R$2,343"
"R$2,555"
"R$11,140"
"R$1,716"
"R$17,330"
"R$15,160"
"R$13,430"
"R$3,944"
"R$2,888"
"R$3,375"
"R$1,422"
"R$1,431"
"R$2,106"
"R$2,577"
"R$12,800"
"R$19,940"
"R$1,686"
"R$2,213"
"R$2,196"
R$809
"R$1,832"
"R$2,646"
"R$14,860"
"R$4,408"
"R$9,303"
"R$5,252"
"R$15,370"
"R$1,156"
"R$8,145"
"R$3,733"
"R$7,458"
"R$4,821"
"R$6,504"
"R$7,212"
"R$6,675"
"R$3,789"
"R$9,935"
"R$3,948"
"R$2,315"
"R$3,825"
"R$1,984"
"R$6,489"
"R$5,344"
"R$1,579"
"R$4,869"
"R$14,590"
"R$13,240"
"R$4,191"
"R$3,692"
"R$6,747"
"R$4,254"
"R$6,575"
"R$13,210"
"R$7,044"
"R$2,930"
"R$6,248"
"R$7,275"
"R$3,120"
"R$10,380"
"R$1,611"
"R$11,430"
"R$1,976"
"R$2,393"
"R$2,589"
"R$1,684"
"R$4,162"
"R$13,150"
"R$10,980"
"R$5,395"
"R$10,190"
"R$13,650"
"R$3,826"
"R$4,896"
"R$8,590"
"R$2,713"
"R$4,707"
"R$1,626"
"R$4,894"
"R$8,561"
"R$2,555"
"R$13,110"
"R$4,028"
"R$2,552"
"R$4,872"
"R$9,731"
"R$2,555"
"R$15,990"
"R$4,538"
"R$2,264"
"R$10,420"
"R$3,792"
"R$2,484"
"R$3,839"
"R$2,520"
"R$1,872"
"R$11,730"
"R$4,353"
"R$4,526"
"R$2,872"
"R$3,552"
"R$7,246"
"R$10,820"
"R$1,749"
"R$3,296"
"R$1,545"
"R$4,054"
"R$17,450"
"R$2,142"
"R$4,183"
"R$1,613"
"R$3,803"
"R$10,690"
"R$7,896"
"R$31,580"
"R$6,817"
"R$4,574"
"R$10,960"
"R$5,238"
"R$7,891"
"R$2,658"
"R$5,666"
"R$3,615"
"R$2,594"
"R$2,580"
"R$2,683"
"R$1,833"
"R$2,083"
"R$9,141"
"R$4,437"
"R$2,504"
"R$4,687"
"R$3,322"
"R$2,470"
"R$1,711"
"R$1,914"
"R$4,873"
"R$11,730"
"R$10,220"
"R$1,257"
"R$23,870"
"R$1,182"
"R$3,833"
"R$2,004"
"R$3,348"
"R$1,949"
"R$2,840"
"R$4,099"
"R$4,707"
"R$8,538"
"R$4,792"
"R$2,555"
"R$1,526"
"R$18,480"
"R$2,254"
"R$6,511"
"R$1,356"
"R$2,433"
"R$1,349"
"R$7,926"
"R$2,597"
"R$1,842"
"R$6,642"
"R$3,136"
"R$19,660"
"R$3,277"
"R$11,310"
"R$8,647"
"R$11,980"
"R$10,530"
"R$2,087"
"R$3,404"
"R$15,500"
"R$6,230"
"R$7,556"
"R$1,411"
"R$1,540"
"R$1,895"
"R$7,846"
"R$5,136"
"R$2,881"
"R$2,564"
"R$3,994"
"R$2,722"
"R$6,365"
"R$1,912"
"R$2,318"
"R$19,350"
"R$13,980"
"R$11,270"
"R$4,147"
"R$4,302"
"R$10,140"
"R$11,220"
"R$4,520"
"R$9,935"
"R$6,447"
"R$10,290"
"R$4,581"
"R$4,717"
"R$2,284"
"R$1,356"
"R$3,620"
"R$8,009"
"R$4,028"
"R$6,818"
"R$2,088"
"R$3,595"
"R$6,769"
"R$7,958"
"R$4,648"
"R$8,608"
"R$5,272"
"R$2,311"
"R$2,333"
"R$2,854"
"R$9,221"
"R$3,105"
"R$13,920"
"R$16,900"
"R$3,062"
"R$2,586"
"R$8,982"
"R$1,421"
"R$2,979"
"R$7,659"
"R$2,896"
"R$11,210"
"R$15,420"
"R$2,020"
"R$7,626"
"R$8,989"
"R$2,102"
"R$11,570"
"R$5,810"
"R$1,673"
"R$13,060"
"R$4,964"
"R$1,929"
"R$11,950"
"R$3,127"
"R$4,601"
"R$14,880"
"R$1,572"
"R$8,292"
"R$4,078"
"R$6,131"
"R$1,518"
"R$5,808"
"R$5,326"
"R$16,980"
"R$12,040"
"R$20,390"
"R$9,293"
"R$5,564"
"R$7,165"
"R$5,370"
"R$11,970"
"R$8,011"
"R$18,820"
"R$5,378"
"R$5,429"
"R$4,569"
"R$2,704"
"R$15,740"
"R$1,117"
"R$1,725"
"R$3,120"
"R$2,408"
"R$8,974"
"R$2,151"
"R$3,861"
"R$14,470"
"R$8,376"
"R$1,805"
"R$3,789"
"R$4,635"
"R$3,226"
"R$1,486"
"R$6,628"
"R$11,150"
"R$4,266"
"R$8,770"
"R$5,105"
"R$12,550"
R$971
"R$4,089"
R$912
"R$3,046"
"R$4,382"
"R$16,040"
"R$17,880"
"R$3,623"
"R$11,060"
"R$3,043"
"R$2,693"
"R$8,590"
"R$17,280"
"R$2,293"
"R$11,840"
"R$4,729"
"R$5,162"
"R$2,245"
"R$4,322"
"R$8,154"
"R$3,249"
"R$2,331"
"R$4,705"
"R$2,372"
"R$1,109"
"R$5,159"
"R$1,385"
"R$5,817"
"R$8,218"
"R$11,040"
"R$2,718"
"R$7,259"
"R$1,220"
"R$9,115"
"R$1,716"
"R$3,650"
"R$10,920"
"R$8,326"
"R$1,167"
"R$1,884"
"R$4,169"
"R$14,960"
"R$18,260"
"R$6,332"
"R$5,122"
"R$4,865"
"R$16,560"
"R$1,449"
"R$2,797"
"R$3,493"
"R$7,843"
"R$2,233"
"R$7,403"
"R$1,979"
"R$7,248"
"R$4,246"
"R$3,332"
"R$6,025"
"R$9,871"
"R$8,086"
R$843
"R$3,765"
"R$8,208"
"R$1,940"
"R$4,423"
"R$12,660"
"R$2,113"
"R$5,654"
"R$7,005"
"R$6,449"
"R$19,790"
"R$1,856"
"R$3,747"
"R$2,578"
"R$6,923"
"R$17,560"
"R$1,955"
"R$10,900"
"R$4,207"
"R$1,972"
"R$9,634"
"R$8,546"
"R$17,290"
"R$5,704"
"R$9,898"
"R$2,692"
"R$2,155"
"R$1,617"
"R$5,610"
"R$5,178"
"R$9,165"
"R$3,169"
"R$3,727"
"R$4,803"
"R$10,670"
"R$4,792"
"R$14,910"
"R$4,309"
"R$1,312"
"R$4,584"
"R$2,042"
"R$14,330"
"R$4,759"
"R$2,087"
"R$13,580"
R$891
"R$1,746"
"R$3,474"
"R$1,632"
"R$10,430"
"R$3,209"
"R$7,054"
"R$12,830"
"R$12,970"
"R$6,129"
"R$2,015"
"R$3,735"
"R$3,589"
"R$15,690"
"R$12,270"
"R$1,106"
"R$2,830"
"R$4,543"
"R$2,149"
"R$2,424"
"R$3,532"
"R$8,529"
"R$12,000"
"R$2,187"
"R$1,327"
"R$10,020"
"R$19,310"
"R$12,580"
"R$3,010"
"R$4,185"
"R$8,091"
"R$5,450"
"R$2,910"
"R$9,231"
"R$3,429"
"R$1,886"
"R$2,323"
"R$18,290"
"R$5,174"
"R$2,757"
"R$2,990"
"R$10,990"
"R$2,305"
"R$1,314"
"R$1,577"
"R$5,685"
"R$9,998"
"R$2,683"
"R$3,609"
"R$1,432"
"R$10,490"
R$998
"R$2,946"
"R$7,610"
"R$3,731"
"R$2,845"
"R$3,010"
"R$9,036"
"R$1,219"
"R$2,128"
"R$2,382"
"R$8,376"
"R$11,010"
"R$1,976"
"R$2,444"
"R$2,296"
"R$3,076"
"R$4,089"
"R$5,946"
"R$4,755"
"R$1,828"
"R$2,175"
"R$2,543"
"R$13,430"
"R$7,092"
"R$3,562"
"R$1,418"
R$922
"R$3,462"
"R$2,032"
"R$2,555"
"R$4,532"
